business_area,developmentAreas,user_id,dev_areas_str
Facilities Management,"['Environmental and Sustainability Management', 'Leadership and Team Management', 'Space Planning and Management', 'Project Management', 'Health and Safety Management', 'Regulatory Compliance', 'Quality Management', 'Building Management Systems (BMS)', 'Maintenance and Operations', 'Customer Service and Communication', 'Business Continuity and Disaster Recovery']",vzkV2xl3RJcDkWc4TD3uSBXEt4U2,Environmental and Sustainability Management Leadership and Team Management Space Planning and Management Project Management Health and Safety Management Regulatory Compliance Quality Management Building Management Systems (BMS) Maintenance and Operations Customer Service and Communication Business Continuity and Disaster Recovery
Administration and Office Support,"['Organisational Skills', 'Customer Service', 'Confidentiality and Discretion', 'Technical Skills', 'Data Management', 'Project Coordination']",7d9iKpFMuMMaHA52MXYR4FY2ayc2,Organisational Skills Customer Service Confidentiality and Discretion Technical Skills Data Management Project Coordination
Customer Service,"['Empathy and Emotional Intelligence', 'Adaptability and Flexibility', 'Customer Relationship Management (CRM)']",P8s6UKPfZ5O4wqqcodoZ6rgqqb73,Empathy and Emotional Intelligence Adaptability and Flexibility Customer Relationship Management (CRM)
Facilities Management,"['Regulatory Compliance', 'Health and Safety Management', 'Financial Management', 'Vendor and Contract Management', 'Leadership and Team Management', 'Project Management', 'Space Planning and Management', 'Technology and Innovation', 'Building Management Systems (BMS)']",d2AAKTkFKBhDV05KSJydfwVUZCz2,Regulatory Compliance Health and Safety Management Financial Management Vendor and Contract Management Leadership and Team Management Project Management Space Planning and Management Technology and Innovation Building Management Systems (BMS)
Human Resources (HR),"['HR Strategy and Planning', 'Compensation and Benefits', 'Health and Safety', 'Training and Development', 'Technology and HRIS (Human Resource Information Systems)', 'Recruitment and Talent Acquisition', 'Employee Relations', 'Performance Management', 'Diversity and Inclusion', 'Organisational Development']",81fHUY5TssUIegsg4F8IgNqxqwu1,HR Strategy and Planning Compensation and Benefits Health and Safety Training and Development Technology and HRIS (Human Resource Information Systems) Recruitment and Talent Acquisition Employee Relations Performance Management Diversity and Inclusion Organisational Development
Health and Safety,"['Safe Use of Equipment and Materials', 'SHE Inspections and Monitoring', 'Financial Awareness and Budgeting', 'Hazard Identification and Risk Evaluation', 'Health and Safety Management Systems', 'Communication and Presentation Skills']",HXrXEWWmkRdbTpL0L0iSNlbF3yB2,Safe Use of Equipment and Materials SHE Inspections and Monitoring Financial Awareness and Budgeting Hazard Identification and Risk Evaluation Health and Safety Management Systems Communication and Presentation Skills
Health and Safety,"['Financial Awareness and Budgeting', 'Communication and Presentation Skills', 'Research and Best Practices', 'Health and Safety Management Systems', 'Hazard Identification and Risk Evaluation', 'Incident Investigation']",WAxKw80V99Q7lLTa5RZHHExLa0i2,Financial Awareness and Budgeting Communication and Presentation Skills Research and Best Practices Health and Safety Management Systems Hazard Identification and Risk Evaluation Incident Investigation
Human Resources (HR),"['Technology and HRIS (Human Resource Information Systems)', 'Training and Development', 'HR Strategy and Planning']",84nwH5CzCdSQcIIMrnv1g4HBheu1,Technology and HRIS (Human Resource Information Systems) Training and Development HR Strategy and Planning
Corporate Social Responsibility,"['Sustainability Reporting and Communication', 'Supply Chain Responsibility', 'Diversity and Inclusion', 'Climate Change Mitigation and Adaptation', 'Corporate Governance and Ethics', 'Policy and Advocacy']",y3MAS9PV4XP7X12yOANreBlAmuG2,Sustainability Reporting and Communication Supply Chain Responsibility Diversity and Inclusion Climate Change Mitigation and Adaptation Corporate Governance and Ethics Policy and Advocacy
Operations,"['Strategic Planning & Forecasting', 'Operational Efficiency & Process Improvement', 'Facilities Management', 'Employee Training & Development', 'Change Management', 'Crisis Management & Recovery', 'Quality Assurance & Control', 'Regulatory Compliance & Standards', 'Sustainability & Environmental Operations', 'Technology Integration', 'Performance Metrics & KPIs']",9rvqcXC0h5VrvRO2yIgBoemdlen1,Strategic Planning & Forecasting Operational Efficiency & Process Improvement Facilities Management Employee Training & Development Change Management Crisis Management & Recovery Quality Assurance & Control Regulatory Compliance & Standards Sustainability & Environmental Operations Technology Integration Performance Metrics & KPIs
Administration and Office Support,"['Problem-Solving', 'Organisational Skills', 'Communication', 'Teamwork and Collaboration', 'Compliance Awareness', 'Customer Service', 'Project Coordination']",GNlL59EyOCSiNT53BDMMqs8EvQB2,Problem-Solving Organisational Skills Communication Teamwork and Collaboration Compliance Awareness Customer Service Project Coordination
Customer Service,"['Technology Skills', 'Policy and Procedure Adherence', 'Communication Skills', 'Multitasking and Time Management', 'Sales Techniques', 'Adaptability and Flexibility', 'Empathy and Emotional Intelligence', 'Customer Experience Management', 'Customer Relationship Management (CRM)', 'Product Knowledge']",CR9y7CuU5sTpl33yJC3hvsb88As2,Technology Skills Policy and Procedure Adherence Communication Skills Multitasking and Time Management Sales Techniques Adaptability and Flexibility Empathy and Emotional Intelligence Customer Experience Management Customer Relationship Management (CRM) Product Knowledge
Health and Safety,"['Financial Awareness and Budgeting', 'SHE Performance Monitoring and Reporting', 'Health and Safety Management Systems', 'Safe Use of Equipment and Materials', 'Communication and Presentation Skills', 'Incident Investigation', 'Interdepartmental Collaboration', 'Research and Best Practices', 'Stakeholder Relationship Management', 'SHE Inspections and Monitoring', 'Hazard Identification and Risk Evaluation']",aneVQJE2zuUxVQXcbRvjy6ASrKi1,Financial Awareness and Budgeting SHE Performance Monitoring and Reporting Health and Safety Management Systems Safe Use of Equipment and Materials Communication and Presentation Skills Incident Investigation Interdepartmental Collaboration Research and Best Practices Stakeholder Relationship Management SHE Inspections and Monitoring Hazard Identification and Risk Evaluation
Security Management,"['Customer Service and Communication', 'Business Continuity', 'Emergency Planning and Response', 'Health and Safety', 'Investigations and Reporting', 'Conflict Management', 'Risk Assessment and Management', 'Ethical and Legal Issues', 'Security Technology and Systems', 'Regulatory Compliance', 'Security Operations Management']",qgJFRcBB9UcbE3pV0WgTEdrH1k33,Customer Service and Communication Business Continuity Emergency Planning and Response Health and Safety Investigations and Reporting Conflict Management Risk Assessment and Management Ethical and Legal Issues Security Technology and Systems Regulatory Compliance Security Operations Management
Administration and Office Support,"['Confidentiality and Discretion', 'Financial Skills', 'Communication', 'Technical Skills', 'Problem-Solving', 'Project Coordination', 'Customer Service']",9pyTvdavxsROFvTrBeN0J2w4xos1,Confidentiality and Discretion Financial Skills Communication Technical Skills Problem-Solving Project Coordination Customer Service
Project Management,"['Legislation and Compliance', 'Stakeholder Engagement', 'Quality Management', 'Project Monitoring and Reporting', 'Risk Management', 'Integrated Project Planning', 'Project Vision and Buy-In', 'Continuous Improvement', 'Change Control', 'Information Analysis', 'Budget Management']",DkhjL7CMp9gj7SVOLDT7u05XxVg2,Legislation and Compliance Stakeholder Engagement Quality Management Project Monitoring and Reporting Risk Management Integrated Project Planning Project Vision and Buy-In Continuous Improvement Change Control Information Analysis Budget Management
Facilities Management,"['Space Planning and Management', 'Business Continuity and Disaster Recovery', 'Regulatory Compliance', 'Building Management Systems (BMS)']",Gy38xsXxgQe1VhNGIfE0tsYf8xQ2,Space Planning and Management Business Continuity and Disaster Recovery Regulatory Compliance Building Management Systems (BMS)
Administration and Office Support,"['Technical Skills', 'Compliance Awareness']",Wm86RQAjudeV6PINFfDTnpAQyiY2,Technical Skills Compliance Awareness
Administration and Office Support,"['Project Coordination', 'Compliance Awareness', 'Teamwork and Collaboration', 'Organisational Skills', 'Confidentiality and Discretion']",eooap9PeORVQRCOFIBLbLFh0RwR2,Project Coordination Compliance Awareness Teamwork and Collaboration Organisational Skills Confidentiality and Discretion
Human Resources (HR),"['Technology and HRIS (Human Resource Information Systems)', 'Diversity and Inclusion', 'Recruitment and Talent Acquisition', 'Training and Development', 'HR Strategy and Planning']",tZAl9SSraxRlJlTcOjDeM6pH4T82,Technology and HRIS (Human Resource Information Systems) Diversity and Inclusion Recruitment and Talent Acquisition Training and Development HR Strategy and Planning
Sales and Marketing,"['Public Relations (PR) in Marketing', 'Event & Experiential Marketing', 'Influencer & Affiliate Marketing', 'Digital Marketing Mastery', 'Marketing Analytics & Metrics', 'Sales Techniques & Strategies']",y3MAS9PV4XP7X12yOANreBlAmuG2,Public Relations (PR) in Marketing Event & Experiential Marketing Influencer & Affiliate Marketing Digital Marketing Mastery Marketing Analytics & Metrics Sales Techniques & Strategies
Human Resources (HR),"['HR Strategy and Planning', 'Employee Relations', 'Legal and Compliance', 'Recruitment and Talent Acquisition', 'Diversity and Inclusion', 'Health and Safety', 'Compensation and Benefits', 'Organisational Development', 'Training and Development', 'Technology and HRIS (Human Resource Information Systems)']",nsDouy9QMYYiwup8lKmiJyMC5Bs2,HR Strategy and Planning Employee Relations Legal and Compliance Recruitment and Talent Acquisition Diversity and Inclusion Health and Safety Compensation and Benefits Organisational Development Training and Development Technology and HRIS (Human Resource Information Systems)
